URL,Version,Status,OIDs,Name,Title,Description,Used
http://johnmoehrke.github.io/RelatedPersonConsent/CodeSystem/AuthorizedCodes,0.1.0,active,"1.3.6.1.4.1.66281.5.16.1",AuthorizedCodes,Consent type that is authorizing a RelatedPerson,"CodeSystem for authorizing Consent types for a RelatedPerson",
