URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://johnmoehrke.github.io/RelatedPersonConsent/ValueSet/AuthPurposesVS,0.1.0,draft,"1.3.6.1.4.1.66281.5.48.1",AuthPurposesVS,Authorization purposes for delegation access valueset,"ValueSet of the Authorized purposesOfUse types","StructureDefinition/RelatedPersonConsent","THO (V3)"
